"filename", "language", "C++", "Properties", "Markdown", "YAML", "Shell Script", "JSON with Comments", "XML", "CUDA C++", "Python", "Java", "jsonc", "comment", "blank", "total"
"/Users/yangjiaqi/Documents/hugegraph_concurrency/libgrape-lite/ldbc_driver/config-template/benchmark.properties", "Properties", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 14, 41
"/Users/yangjiaqi/Documents/hugegraph_concurrency/libgrape-lite/ldbc_driver/config-template/benchmarks/custom.properties", "Properties", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 21
"/Users/yangjiaqi/Documents/hugegraph_concurrency/libgrape-lite/ldbc_driver/config-template/environment.properties", "Properties", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 12
"/Users/yangjiaqi/Documents/hugegraph_concurrency/libgrape-lite/ldbc_driver/config-template/graphs.properties", "Properties", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 9
"/Users/yangjiaqi/Documents/hugegraph_concurrency/libgrape-lite/ldbc_driver/config-template/graphs/p2p-31.properties", "Properties", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 14, 44
"/Users/yangjiaqi/Documents/hugegraph_concurrency/libgrape-lite/ldbc_driver/config-template/platform.properties", "Properties", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 17
"/Users/yangjiaqi/Documents/hugegraph_concurrency/libgrape-lite/ldbc_driver/pom.xml", "XML", 0, 0, 0, 0, 0, 0, 173, 0, 0, 0, 0, 2, 13, 188
"/Users/yangjiaqi/Documents/hugegraph_concurrency/libgrape-lite/ldbc_driver/run_ldbc.sh", "Shell Script", 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 18, 20, 100
"/Users/yangjiaqi/Documents/hugegraph_concurrency/libgrape-lite/ldbc_driver/src/main/assembly/bin.xml", "XML", 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 5, 60
"/Users/yangjiaqi/Documents/hugegraph_concurrency/libgrape-lite/ldbc_driver/src/main/java/science/atlarge/graphalytics/libgrape/LibgrapeJob.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 0, 19, 25, 149
"/Users/yangjiaqi/Documents/hugegraph_concurrency/libgrape-lite/ldbc_driver/src/main/java/science/atlarge/graphalytics/libgrape/LibgrapePlatform.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 207, 0, 1, 36, 244
"/Users/yangjiaqi/Documents/hugegraph_concurrency/libgrape-lite/ldbc_driver/src/main/java/science/atlarge/graphalytics/libgrape/algorithms/bfs/BreadthFirstSearchJob.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 7, 27
"/Users/yangjiaqi/Documents/hugegraph_concurrency/libgrape-lite/ldbc_driver/src/main/java/science/atlarge/graphalytics/libgrape/algorithms/cdlp/CommunityDetectionJob.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 6, 26
"/Users/yangjiaqi/Documents/hugegraph_concurrency/libgrape-lite/ldbc_driver/src/main/java/science/atlarge/graphalytics/libgrape/algorithms/lcc/LocalClusteringCoefficientJob.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 6, 20
"/Users/yangjiaqi/Documents/hugegraph_concurrency/libgrape-lite/ldbc_driver/src/main/java/science/atlarge/graphalytics/libgrape/algorithms/pr/PageRankJob.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 6, 28
"/Users/yangjiaqi/Documents/hugegraph_concurrency/libgrape-lite/ldbc_driver/src/main/java/science/atlarge/graphalytics/libgrape/algorithms/sssp/SingleSourceShortestPathsJob.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 7, 27
"/Users/yangjiaqi/Documents/hugegraph_concurrency/libgrape-lite/ldbc_driver/src/main/java/science/atlarge/graphalytics/libgrape/algorithms/wcc/ConnectedComponentsJob.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 6, 20
"/Users/yangjiaqi/Documents/hugegraph_concurrency/libgrape-lite/misc/app_tests.sh", "Shell Script", 0, 0, 0, 0, 169, 0, 0, 0, 0, 0, 0, 1, 66, 236
"/Users/yangjiaqi/Documents/hugegraph_concurrency/libgrape-lite/misc/cpplint.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 4617, 0, 0, 1327, 958, 6902
"/Users/yangjiaqi/Documents/hugegraph_concurrency/libgrape-lite/misc/cuda_app_tests.sh", "Shell Script", 0, 0, 0, 0, 103, 0, 0, 0, 0, 0, 0, 1, 31, 135
"/Users/yangjiaqi/Documents/hugegraph_concurrency/libgrape-lite/misc/eps_check.cc", "C++", 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 15, 105
"/Users/yangjiaqi/Documents/hugegraph_concurrency/libgrape-lite/misc/sampler_test.sh", "Shell Script", 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 1, 4, 21
"/Users/yangjiaqi/Documents/hugegraph_concurrency/libgrape-lite/misc/wcc_check.cc", "C++", 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 13, 78
"/Users/yangjiaqi/Documents/hugegraph_concurrency/libgrape-lite/tests/mutable_fragment_tests.cc", "C++", 231, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 26, 272
"/Users/yangjiaqi/Documents/hugegraph_concurrency/libgrape-lite/tests/mutate_tests.cc", "C++", 197, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 30, 241
